Zyklus, bester Fitnesswert Real, Binaer1P, Binaer2P, worstReal, worstBinaer1P, worstBinaer2P
0,19.997863847877635,19.997863847877635,19.997863847877635,151.6828313752368,132.18661188566864,213.7837731002137
1,18.78988269922483,19.997863847877635,17.100974426448765,101.56869257375484,252.64034090935394,234.02003489284505
2,9.187263644617882,18.600816530648622,17.100974426448765,70.8713570812614,71.34361689767641,182.16173172101404
3,9.0737284222773,15.679803464016713,10.574604924542893,20.821442929627267,98.58264680382202,299.6374863114167
4,8.610891161167913,9.409566341426244,10.574604924542893,27.95863568265401,32.07696423583462,64.48676986818035
5,8.567619935443101,5.8614170115788236,10.574604924542893,20.059445806701454,30.6380384399462,44.889137311784815
6,7.526286920614427,5.8614170115788236,10.574604924542893,10.284054119658927,23.866136963211186,537.4532064316295
7,7.526286920614427,5.824890511487493,6.14103224887087,10.31856054590708,36.83681291501819,27.18856742116266
8,7.526286920614427,5.824890511487493,5.1713602156550165,8.659984336606394,13.324098880933553,27.050495746710716
9,7.448240747664409,5.7620105762968095,4.926913332613465,8.394009376942504,32.984856087304095,152.5201820601679
10,7.3725181454169775,2.6827372524710493,4.926913332613465,8.183606884283511,10.036095647023823,152.5201820601679
11,7.3725181454169775,1.764495041533478,2.364550873020124,8.01362031486354,32.094125997466826,761.609189592309
12,7.3725181454169775,1.764495041533478,2.364550873020124,7.788633880390363,8.085015414510302,10.127855020305313
13,7.129417857389724,1.764495041533478,2.364550873020124,7.648043865710563,11.996265125741143,10.011501430930593
14,7.129417857389724,1.4632466501164112,1.2658189352365656,7.594751592168979,5.899276450414177,6.14103224887087
15,7.129417857389724,1.3361398483451545,1.2658189352365656,7.594751592168979,4.316959666880021,137.18693779136024
16,7.022796841404034,1.0489151612299972,1.2658189352365656,7.562957435647236,2.3421713915601607,148.5236660525203
17,6.942861495894836,1.0489151612299972,1.1939398993635493,7.494200888181318,1.9861141038658547,14.143716935982232
18,6.942861495894836,0.7339512451348043,1.1939398993635493,7.503472062768742,2.674745352444673,2.6123895392334426
19,6.942861495894836,0.567922506417275,1.1939398993635493,7.867240029914247,1.8439839074958644,2.364550873020124
20,6.942861495894836,0.567922506417275,0.9632671993093858,7.61838230975127,2.1605995078279308,5.497143408659182
21,6.942861495894836,0.5089591902327989,0.9453707869122614,7.573302585785346,1.5504538405752248,134.72266062728812
22,6.942861495894836,0.5089591902327989,0.3955439932271225,7.684669954815059,1.6141251554684986,2.0773234385155868
23,6.942861495894836,0.5089591902327989,0.3955439932271225,8.269804974947109,1.1559927060760569,1.8221046967878252
24,6.942861495894836,0.43394021830619756,0.3955439932271225,7.042683423024114,1.2267288001230263,2.1080412438161815
25,6.942861495894836,0.43394021830619756,0.3485904222940809,7.022796841404034,2.0432518090995364,1.4728009434726121
26,6.942861495894836,0.391931630438241,0.3485904222940809,7.007320245630637,0.9251245298060381,172.63352292182597
27,6.942861495894836,0.3485904222940809,0.23416778291705975,6.993716084836127,1.4660918583523541,243.15984327876305
28,6.942861495894836,0.28968414828209366,0.23416778291705975,6.9820087649356966,0.9030833319220386,1.579290349755308
29,6.942861495894836,0.18545191713946163,0.23416778291705975,7.59817919430579,0.753474241046169,1.043735934773829
30,6.942861495894836,0.1627813356634813,0.09776014664830779,8.012730972473664,1.2489775257180582,14.046544470756526
