Zyklus, bester Fitnesswert Real, Binaer1P, Binaer2P, worstReal, worstBinaer1P, worstBinaer2P
0,8.085442109392657,8.085442109392657,8.085442109392657,212.45842338290836,105.46827695043802,211.36087918736254
1,8.085442109392657,8.085442109392657,8.085442109392657,63.385726353409915,85.96623368451894,225.57120284352442
2,1.2143948592739264,8.085442109392657,6.069150163643289,38.41650152303328,76.00422712631322,110.79010956671527
3,1.2143948592739264,8.069944677008083,5.103586945684654,30.2151020678903,76.00422712631322,48.29060919796358
4,1.2143948592739264,2.796904028417741,5.103586945684654,11.994098379879944,30.6380384399462,554.6594975614253
5,1.2143948592739264,2.796904028417741,5.103586945684654,9.73842429941776,11.110812418458996,40.292327345638704
6,1.2143948592739264,2.2828748324993664,5.103586945684654,5.6850839652287055,8.362496468144755,556.9215355325807
7,1.2143948592739264,2.187025475096422,3.620568879053755,4.688374458336328,7.66012172334345,7.528887765276092
8,1.2143948592739264,2.187025475096422,3.123738996233603,3.8991004892548258,7.244958042184169,16.21727238745141
9,1.2143948592739264,1.6839224775982071,3.123738996233603,2.9126041577670567,7.445245769756922,135.99587132283145
10,1.2143948592739264,1.6839224775982071,2.3791462655837883,2.4770177341628616,5.165061150274573,4.937059024718263
11,1.2143948592739264,0.9017816546939184,2.3791462655837883,2.181423305274972,2.796904028417741,3.9029697101856753
12,1.1390983961814547,0.9017816546939184,2.3791462655837883,2.4419292663585157,2.5438097983824597,3.6899619367763212
13,1.1390983961814547,0.9017816546939184,2.3458608309168163,2.0209850500977384,2.7688276500779643,3.6132354283768677
14,1.1390983961814547,0.9017816546939184,2.3458608309168163,1.6411450097678029,3.16856735372566,11.24873819977057
15,1.1390983961814547,0.9017816546939184,2.3314067855759295,1.5208775218990096,2.4611834584325227,3.1091816757198556
16,1.1390983961814547,0.9017816546939184,2.3314067855759295,1.8128691407478226,3.4923229512652716,3.1219826526537107
17,1.1390983961814547,0.8551995435611464,2.137772277627721,1.7872786641264318,2.4752813041351756,3.0418830904466096
18,1.1172663211546425,0.8551995435611464,2.137772277627721,1.7872786641264318,1.6345957338665298,3.0418830904466096
19,1.1172663211546425,0.8551995435611464,2.137772277627721,1.363138572020444,2.267784100497634,2.5035824125989525
20,0.9377446486579004,0.8480590544332057,2.137772277627721,1.607231454475264,2.267784100497634,2.5035824125989525
21,0.9377446486579004,0.8480590544332057,2.137772277627721,1.538632002532455,3.0678355721602477,2.4756955080301597
22,0.9377446486579004,0.8480590544332057,2.137772277627721,1.5887430319147988,2.4268053025767413,2.3791462655837883
23,0.9202063490565506,0.8480590544332057,2.137772277627721,1.5507402788595317,2.4186489414114423,2.489782128052132
24,0.9202063490565506,0.8480590544332057,2.025949877239255,1.1863149214190407,1.819949647955505,2.358167598439819
25,0.9202063490565506,0.8480590544332057,2.025949877239255,1.1863149214190407,2.351394036200517,2.351394036200517
26,0.9202063490565506,0.8415222204978166,2.025949877239255,1.0693099512321185,2.1380606876939683,2.213659100134533
27,0.9202063490565506,0.8364707988335449,1.9690899133091972,0.9711265735387139,2.1803178368933995,2.190669455417366
28,0.9202063490565506,0.8364707988335449,1.9690899133091972,1.939924727535623,2.351394036200517,525.6711560404564
29,0.9202063490565506,0.8140561201165495,1.8281658627789694,1.939924727535623,1.0082993390354016,2.1879161427984375
30,0.9202063490565506,0.5228709972353071,1.6952260401125705,0.9377446486579004,35.91726366322369,3.1289434326302965
31,0.9056979070170761,0.4962012686320534,1.6235193201062712,0.9328687733388827,1.2303841084480729,2.1281269860118486
32,0.8785277349644421,0.4962012686320534,0.8720405406251522,0.9266513363161233,0.8823189465585678,2.006813678928293
33,0.8785277349644421,0.4962012686320534,0.8720405406251522,0.9230450827231901,2.7073691091344387,1.9858781874902225
34,0.8785277349644421,0.483407664563674,0.8720405406251522,0.9216411261934887,1.6267085309694456,2.798591801229905
35,0.8781859687583269,0.483407664563674,0.483407664563674,0.9210581271870822,2.7073691091344387,1.8281658627789694
36,0.877726815585104,0.483407664563674,0.483407664563674,0.8916460647838486,1.2245403975264915,2.7073691091344387
37,0.877726815585104,0.483407664563674,0.483407664563674,0.8855222383514034,1.7587225243564668,1.625644895003534
38,0.877726815585104,0.483407664563674,0.4579906330208624,0.88222427527804,1.7587225243564668,2.7167519891580394
39,0.877726815585104,0.45718016464393363,0.45718016464393363,0.8801208483373989,1.749225875466839,2.7167519891580394
40,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8800832947480834,1.6172859347285637,2.7167519891580394
41,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8804232755880366,0.7925459728537836,1.4423140595570527
42,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8784364825404117,0.6280848566092122,1.4126769529499021
43,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8781940893757182,1.625644895003534,0.9200976492762087
44,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8782029387623607,10.115634406461623,150.47922538128879
45,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8779380221440035,0.4962012686320534,9.838004910097034
46,0.877726815585104,0.4530178657379961,0.4530178657379961,0.87790104693825,15.362006001033466,2.2668037410005235
47,0.877726815585104,0.4530178657379961,0.4530178657379961,1.8058397297587505,0.9329584641775601,146.42997130906065
48,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8778633114953291,0.48399549900902783,186.53911421385249
49,0.877726815585104,0.4530178657379961,0.4530178657379961,0.8778073312028264,0.483407664563674,2.2188530678812706
50,0.877726815585104,0.4530178657379961,0.4524144104530565,0.8778169899685643,0.5548536359736624,0.5081417300457659
51,0.877726815585104,0.4499373605106616,0.4499373605106616,0.8778169899685643,0.4579906330208624,1.812787353637605
52,0.877726815585104,0.4499373605106616,0.4487664835770496,2.0348980043449183,0.45731931060782494,6.7092710465975935
53,0.877726815585104,0.4487664835770496,0.4487664835770496,2.0348433781286954,0.4632509770981311,6.7092710465975935
